gene_id	log2FC	PValue	FDR	logCPM	LR	FDR	score
ENSG00000276819	-6.41002740173271e-16	1	1	-2.85191946895273	0	1	-4.82163733276643e-16
ENSG00000275243	-6.41002740173271e-16	1	1	-2.85191946895273	0	1	-4.82163733276643e-16
ENSG00000277880	-6.41002740173271e-16	1	1	-2.85191946895273	0	1	-4.82163733276643e-16
ENSG00000276557	-6.41002740173271e-16	1	1	-2.85191946895273	0	1	-4.82163733276643e-16
ENSG00000279012	-0.223419635572737	0.512664701690295	0.700652910103125	-1.30357317486275	0.428624411312867	0.700652910103125	0.290166583844686
ENSG00000278889	0.276011826311384	0.739896809746387	0.869432351429969	-2.17664667422235	0.110217360351477	0.869432351429969	0.130828845245592
ENSG00000279263	-0.459580147466749	0.0207779256076206	0.0737312455488078	0.845819491245556	5.34532366962343	0.0737312455488078	1.68239781299313
ENSG00000225997	-0.195217971712422	0.751809077745735	0.877503698107406	-2.7792830686041	0.100017130501048	0.877503698107406	0.123892434686213
ENSG00000261812	0.345987499678381	0.169456034215381	0.340090441909508	-1.41574175978165	1.88774896926139	0.340090441909508	0.770942961616907
ENSG00000279961	0.582955449819588	0.0936159892141716	0.223708458727332	-2.82173328424836	2.81106874669585	0.223708458727332	1.02864996926995
ENSG00000279395	-0.658843109282247	0.172779344221233	0.344740848995479	-2.77866692043534	1.85866165267399	0.344740848995479	0.762508178679692
ENSG00000280314	-0.364397425314722	0.111475676091864	0.25365684773627	-2.8441439826922	2.53317546777432	0.25365684773627	0.952819885005933
ENSG00000279301	-0.506547273922015	0.336675538853734	0.539675758457567	-2.45953561936341	0.923049523694658	0.539675758457567	0.472788436111922
ENSG00000204403	1.24422531623171	0.0673171800824706	0.176869776193064	-2.38051486503931	3.34725506327238	0.176869776193064	1.17187408491654
ENSG00000243587	-0.133975616272276	0.201289930100652	0.38327038339997	1.25108673329753	1.63299041853705	0.38327038339997	0.696177950948947
